route_id,service_id,trip_id,trip_headsign,direction_id,wheelchair_accessible,block_id,shape_id
1,M02_26_01_ogt,M02_26_01_ogt_101_3022_L1V2,Andalucía Tech,0,,M02_26_01_ogt_101_3022,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_101_3023_L1V1,Atarazanas,1,,M02_26_01_ogt_101_3023,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_101_3024_L1V2,Andalucía Tech,0,,M02_26_01_ogt_101_3024,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_101_3025_L1V1,Atarazanas,1,,M02_26_01_ogt_101_3025,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_101_3026_L1V2,Andalucía Tech,0,,M02_26_01_ogt_101_3026,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_101_3027_L1V1,Atarazanas,1,,M02_26_01_ogt_101_3027,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_101_3028_L1V2,Andalucía Tech,0,,M02_26_01_ogt_101_3028,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_101_3029_L1V1,Atarazanas,1,,M02_26_01_ogt_101_3029,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_101_3030_L1V2,Andalucía Tech,0,,M02_26_01_ogt_101_3030,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_101_3031_L1V1,Atarazanas,1,,M02_26_01_ogt_101_3031,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_101_3032_L1V2,Andalucía Tech,0,,M02_26_01_ogt_101_3032,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_101_3033_L1V1,Atarazanas,1,,M02_26_01_ogt_101_3033,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_101_3034_L1V2,Andalucía Tech,0,,M02_26_01_ogt_101_3034,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_101_3035_L1V1,Atarazanas,1,,M02_26_01_ogt_101_3035,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_101_3036_L1V2,Andalucía Tech,0,,M02_26_01_ogt_101_3036,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3001_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3001,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3002_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3002,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3003_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3003,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3004_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3004,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3005_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3005,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3006_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3006,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3007_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3007,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3008_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3008,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3009_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3009,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3010_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3010,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3011_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3011,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3012_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3012,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3013_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3013,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3014_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3014,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3015_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3015,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3016_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3016,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3017_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3017,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3018_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3018,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3019_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3019,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3020_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3020,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3021_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3021,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3022_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3022,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3023_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3023,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3024_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3024,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3025_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3025,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3026_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3026,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3027_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3027,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3028_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3028,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3029_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3029,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3030_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3030,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3031_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3031,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3032_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3032,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3033_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3033,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3034_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3034,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3035_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3035,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3036_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3036,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3037_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3037,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3038_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3038,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3039_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3039,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3040_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3040,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3041_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3041,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3042_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3042,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3043_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3043,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3044_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3044,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3045_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3045,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3046_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3046,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_102_3047_L1V1,Atarazanas,1,,M02_26_01_ogt_102_3047,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_102_3048_L1V2,Andalucía Tech,0,,M02_26_01_ogt_102_3048,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_103_3001_L1V1,Atarazanas,1,,M02_26_01_ogt_103_3001,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_103_3002_L1V2,Andalucía Tech,0,,M02_26_01_ogt_103_3002,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_103_3003_L1V1,Atarazanas,1,,M02_26_01_ogt_103_3003,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_103_3004_L1V2,Andalucía Tech,0,,M02_26_01_ogt_103_3004,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_103_3005_L1V1,Atarazanas,1,,M02_26_01_ogt_103_3005,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_103_3006_L1V2,Andalucía Tech,0,,M02_26_01_ogt_103_3006,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_103_3007_L1V1,Atarazanas,1,,M02_26_01_ogt_103_3007,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_103_3008_L1V2,Andalucía Tech,0,,M02_26_01_ogt_103_3008,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_103_3009_L1V1,Atarazanas,1,,M02_26_01_ogt_103_3009,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_103_3010_L1V2,Andalucía Tech,0,,M02_26_01_ogt_103_3010,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_103_3011_L1V1,Atarazanas,1,,M02_26_01_ogt_103_3011,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_103_3012_L1V2,Andalucía Tech,0,,M02_26_01_ogt_103_3012,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_103_3013_L1V1,Atarazanas,1,,M02_26_01_ogt_103_3013,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_103_3014_L1V2,Andalucía Tech,0,,M02_26_01_ogt_103_3014,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_103_3015_L1V1,Atarazanas,1,,M02_26_01_ogt_103_3015,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_103_3016_L1V2,Andalucía Tech,0,,M02_26_01_ogt_103_3016,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_103_3017_L1V1,Atarazanas,1,,M02_26_01_ogt_103_3017,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_103_3018_L1V2,Andalucía Tech,0,,M02_26_01_ogt_103_3018,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_103_3019_L1V1,Atarazanas,1,,M02_26_01_ogt_103_3019,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_103_3020_L1V2,Andalucía Tech,0,,M02_26_01_ogt_103_3020,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_104_3001_L1V1,Atarazanas,1,,M02_26_01_ogt_104_3001,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_104_3002_L1V2,Andalucía Tech,0,,M02_26_01_ogt_104_3002,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_104_3003_L1V1,Atarazanas,1,,M02_26_01_ogt_104_3003,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_104_3004_L1V2,Andalucía Tech,0,,M02_26_01_ogt_104_3004,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_104_3005_L1V1,Atarazanas,1,,M02_26_01_ogt_104_3005,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_104_3006_L1V2,Andalucía Tech,0,,M02_26_01_ogt_104_3006,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3001_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3001,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3002_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3002,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3003_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3003,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3004_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3004,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3005_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3005,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3006_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3006,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3007_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3007,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3008_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3008,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3009_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3009,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3010_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3010,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3011_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3011,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3012_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3012,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3013_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3013,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3014_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3014,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3015_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3015,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3016_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3016,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3017_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3017,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3018_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3018,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3019_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3019,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3020_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3020,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3021_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3021,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3022_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3022,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3023_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3023,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3024_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3024,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3025_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3025,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3026_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3026,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3027_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3027,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3028_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3028,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3029_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3029,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3030_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3030,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_116_3031_L1V1,Atarazanas,1,,M02_26_01_ogt_116_3031,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_116_3032_L1V2,Andalucía Tech,0,,M02_26_01_ogt_116_3032,L1V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3001_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3001,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3002_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3002,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3003_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3003,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3004_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3004,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3005_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3005,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3006_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3006,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3007_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3007,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3008_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3008,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3009_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3009,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3010_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3010,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3011_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3011,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3012_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3012,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3013_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3013,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3014_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3014,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3015_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3015,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3016_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3016,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3017_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3017,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3018_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3018,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3019_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3019,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3020_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3020,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3021_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3021,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3022_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3022,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3023_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3023,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3024_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3024,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3025_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3025,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3026_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3026,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3027_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3027,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3028_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3028,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3029_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3029,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3030_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3030,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3031_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3031,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3032_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3032,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3033_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3033,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3034_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3034,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3035_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3035,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3036_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3036,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3037_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3037,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3038_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3038,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3039_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3039,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3040_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3040,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3041_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3041,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3042_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3042,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3043_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3043,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3044_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3044,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3045_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3045,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3046_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3046,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3047_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3047,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3048_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3048,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3049_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3049,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3050_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3050,L2V2
2,M02_26_01_ogt,M02_26_01_ogt_205_3051_L2V1,Guadalmedina - L2,1,,M02_26_01_ogt_205_3051,L2V1
2,M02_26_01_ogt,M02_26_01_ogt_205_3052_L2V2,Palacio de los Deportes,0,,M02_26_01_ogt_205_3052,L2V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3001_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3001,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3002_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3002,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3003_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3003,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3004_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3004,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3005_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3005,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3006_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3006,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3007_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3007,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3008_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3008,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3009_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3009,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3010_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3010,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3011_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3011,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3012_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3012,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3013_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3013,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3014_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3014,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3015_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3015,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3016_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3016,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3017_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3017,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3018_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3018,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3019_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3019,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3020_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3020,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3021_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3021,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3022_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3022,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3023_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3023,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3024_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3024,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3025_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3025,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3026_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3026,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3027_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3027,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3028_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3028,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3029_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3029,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3030_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3030,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3031_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3031,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3032_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3032,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3033_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3033,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3034_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3034,L1V2
1,M02_26_01_ogt,M02_26_01_ogt_106_3035_L1V1,Atarazanas,1,,M02_26_01_ogt_106_3035,L1V1
1,M02_26_01_ogt,M02_26_01_ogt_106_3036_L1V2,Andalucía Tech,0,,M02_26_01_ogt_106_3036,L1V2
